globalid,plot_no,slope_and_,alive,stressed,dead,notes,parentglob,CreationDa,Creator,EditDate,Editor,missing,tally
{5B79682E-038C-43FF-9546-0A0F335DC24F},24.000000000000000, ,37.000000000000000,7.000000000000000,2.000000000000000,Holes where rows change line,{F06EE241-E67A-4074-972D-37B32EBF5ABB},12/03/2025 0:00:00, ,12/03/2025 0:00:00, ,4.000000000000000,50
{C5C961B4-F709-4059-BAE0-E08B05EF47DA},32.000000000000000, ,33.000000000000000,5.000000000000000,11.000000000000000, ,{F18F4BD2-777F-4E90-957C-9EF9BC2C1C33},12/03/2025 0:00:00, ,12/03/2025 0:00:00, ,1.000000000000000,50
{1D3D2DEF-FFEB-4CF1-883B-3230C97499F2},34.000000000000000, ,31.000000000000000,5.000000000000000,14.000000000000000, ,{9BBA0F80-AC30-4137-A09B-4057EEDC4E24},12/03/2025 0:00:00, ,12/03/2025 0:00:00, ,0.000000000000000,50
{568A6B49-FA1D-47F2-A133-1BE719D4676E},33.000000000000000, ,28.000000000000000,14.000000000000000,6.000000000000000,This face is generally better than the other in this compartment,{FCAAC97F-AC13-40F6-8C83-5E0C71B68DED},12/03/2025 0:00:00, ,12/03/2025 0:00:00, ,2.000000000000000,50
{C4CA9D03-EA1F-43C2-AC59-7CB38B7EA594},28.000000000000000, ,40.000000000000000,6.000000000000000,4.000000000000000,Trees doing much better on the back face,{91F915CA-CCB8-456E-8B62-A297F310E778},12/03/2025 0:00:00, ,12/03/2025 0:00:00, ,0.000000000000000,50
{D118AA74-D07D-4774-A8FB-E6293FC18077},24.000000000000000, ,41.000000000000000,7.000000000000000,2.000000000000000,Stresses trees in plot have open spade cuts,{F348FB97-EEF2-4F73-9E83-0961B498CA62},12/03/2025 0:00:00, ,12/03/2025 0:00:00, ,0.000000000000000,50
{8825CB16-9927-4099-B900-F7A00989E3ED},35.000000000000000, ,17.000000000000000,14.000000000000000,18.000000000000000,Croppy type ground,{A1572055-2630-449B-B328-D5E48BA0929F},12/03/2025 0:00:00, ,12/03/2025 0:00:00, ,1.000000000000000,50
{C7B7712D-78B3-48FA-9139-6601EFAE829B},36.000000000000000, ,25.000000000000000,9.000000000000000,16.000000000000000,Trees that are dead look like they dried out,{B831BF5C-6E2F-484D-BF79-CDD55A91D072},12/03/2025 0:00:00, ,12/03/2025 0:00:00, ,0.000000000000000,50
{4FF53B53-04F7-48BA-AA70-E45E0EBB6CE6},26.000000000000000, ,47.000000000000000,1.000000000000000,2.000000000000000,"Survival looks great in this general area also.
Area appears less cultivated and pugged from stock also
Seedlings show good groth in this general location",{1072703E-37F7-431C-AC96-162C8403DAAF},12/03/2025 0:00:00, ,12/03/2025 0:00:00, ,0.000000000000000,50
{0341C498-568F-4787-84B3-9973ABBA179C},30.000000000000000, ,41.000000000000000,2.000000000000000,7.000000000000000, ,{1F7BB9D5-CA08-4561-881B-8C49CC7F46B6},12/03/2025 0:00:00, ,12/03/2025 0:00:00, ,0.000000000000000,50
{5903AE36-1D64-4D93-9A6E-E6D17550D15A},31.000000000000000, ,39.000000000000000,5.000000000000000,6.000000000000000, ,{BB186189-1615-4751-977E-412D504E7A09},12/03/2025 0:00:00, ,12/03/2025 0:00:00, ,0.000000000000000,50
{A8376A75-D3D8-4470-A6FC-EF86E009EDCA},27.000000000000000, ,41.000000000000000,5.000000000000000,4.000000000000000, ,{70774D5E-26EA-4681-A8F9-A3A94B8707C8},12/03/2025 0:00:00, ,12/03/2025 0:00:00, ,0.000000000000000,50
{E0632F28-B8AC-4997-A27D-52D69DCFFCA6},20.000000000000000, ,35.000000000000000,4.000000000000000,11.000000000000000,"Some signs that pests have been eating some trees in this location, not fresh damage tho",{FD2215DB-D3DC-44AF-B7AE-5C4D49AA03E5},12/03/2025 0:00:00, ,12/03/2025 0:00:00, ,0.000000000000000,50
{127D8D5C-7B70-484E-97E5-2C1BE299B6BB},18.000000000000000, ,38.000000000000000,4.000000000000000,6.000000000000000,Dead trees in area due to long grass smothering and rocky north faceing slope.,{2CB9C9E9-5B34-43A9-B382-6DA042640583},12/03/2025 0:00:00, ,12/03/2025 0:00:00, ,2.000000000000000,50
{2F7A6938-8C4E-4471-A2EF-F311D23DE847},19.000000000000000, ,33.000000000000000,10.000000000000000,7.000000000000000,Generally good,{BAF04577-4785-4D41-BFD8-C13103B10DF2},12/03/2025 0:00:00, ,12/03/2025 0:00:00, ,0.000000000000000,50
{743EE2F9-19EC-4EA6-85E1-0354EC266B4F},21.000000000000000, ,41.000000000000000,7.000000000000000,1.000000000000000,High survival. Long grass up top will smother trees eventually,{1271286A-F839-44C4-9704-E501D42FC0D9},12/03/2025 0:00:00, ,12/03/2025 0:00:00, ,1.000000000000000,50
{C1F8BB33-55FF-48CA-9170-D486D7678E21},22.000000000000000, ,39.000000000000000,8.000000000000000,2.000000000000000,Trees look generally good on this face,{2FA18A5F-0F7F-4B58-9B7D-2AF34415D80F},12/03/2025 0:00:00, ,12/03/2025 0:00:00, ,1.000000000000000,50
{6CF4860F-FB55-4677-B049-F5076998F64E},12.000000000000000, ,40.000000000000000,6.000000000000000,3.000000000000000, ,{EEEC3B15-FA76-4536-9829-9A201CADEEA5},12/03/2025 0:00:00, ,12/03/2025 0:00:00, ,1.000000000000000,50
{38C1BE46-0B4F-4CB9-82DB-0F3DD10254F7},13.000000000000000, ,29.000000000000000,8.000000000000000,11.000000000000000,Ground looks quite dry,{BE50BDE8-3487-45C8-9DD4-91D5826A1FAD},12/03/2025 0:00:00, ,12/03/2025 0:00:00, ,2.000000000000000,50
{4DD417FE-5D4C-4553-ADBF-5E6606E8823E},65.000000000000000, ,26.000000000000000,9.000000000000000,11.000000000000000,Long grass has flattened most of a row after spray in this area,{952A188D-A0A3-48E5-9FBA-3628CF7E4B64},13/03/2025 0:00:00, ,13/03/2025 0:00:00, ,4.000000000000000,50
{B8168B77-DDC8-4DEA-B6AA-9C369ADF2272},58.000000000000000, ,25.000000000000000,11.000000000000000,6.000000000000000,"4 sheep seen in block, tom has been made aware of this. Alot of trees show signs of grazing and a number missing. Long grass when sprayed has flattened some seedlings also",{03D93473-9B41-44BD-888C-02450810DCB2},13/03/2025 0:00:00, ,13/03/2025 0:00:00, ,8.000000000000000,50
{905712A6-B452-470B-9D78-AD846E324777},52.000000000000000, ,45.000000000000000,0.000000000000000,4.000000000000000,Signs of sheep grazing on seedling tips in this area.,{03D93473-9B41-44BD-888C-02450810DCB2},13/03/2025 0:00:00, ,13/03/2025 0:00:00, ,1.000000000000000,50
{CD2927F7-E247-425A-B139-C9B4B8B274D4},17.000000000000000, ,33.000000000000000,9.000000000000000,7.000000000000000,High number stressed or dead as ground north faceing and very boney on front face.,{07D0B83E-073F-41F3-AE99-E893F3DCD38C},13/03/2025 0:00:00, ,13/03/2025 0:00:00, ,1.000000000000000,50
{C84E34D4-E10A-4BA9-BB1F-F61EFD346582},60.000000000000000, ,36.000000000000000,9.000000000000000,5.000000000000000,Generally good,{A0E46962-FF96-4D10-BBEC-BB3B4AF8761D},13/03/2025 0:00:00, ,13/03/2025 0:00:00, ,0.000000000000000,50
{3F0EA720-3489-421E-837F-50EB73076A2C},54.000000000000000, ,33.000000000000000,7.000000000000000,10.000000000000000,A bit more mortality along the top of this area,{A0E46962-FF96-4D10-BBEC-BB3B4AF8761D},13/03/2025 0:00:00, ,13/03/2025 0:00:00, ,0.000000000000000,50
{F5DA0056-3DE0-4AB6-955E-2FEF6E43321C},53.000000000000000, ,43.000000000000000,5.000000000000000,1.000000000000000,Generally good out this end,{A0E46962-FF96-4D10-BBEC-BB3B4AF8761D},13/03/2025 0:00:00, ,13/03/2025 0:00:00, ,1.000000000000000,50
{F351B4DA-C641-477C-929E-CD45A4D35E58},59.000000000000000, ,44.000000000000000,6.000000000000000,0.000000000000000,Very healthy trees here,{A0E46962-FF96-4D10-BBEC-BB3B4AF8761D},13/03/2025 0:00:00, ,13/03/2025 0:00:00, ,0.000000000000000,50
{DA7F30C1-B734-4BA2-AAB5-9C00DC579E8C},66.000000000000000, ,28.000000000000000,10.000000000000000,5.000000000000000,Grass has smothered trees on this side of the face. A few missing,{A0E46962-FF96-4D10-BBEC-BB3B4AF8761D},13/03/2025 0:00:00, ,13/03/2025 0:00:00, ,7.000000000000000,50
{5F3DC44C-413E-4079-961D-EDD6E839B256},62.000000000000000, ,40.000000000000000,7.000000000000000,3.000000000000000,This side of the face looks healthy,{A0E46962-FF96-4D10-BBEC-BB3B4AF8761D},13/03/2025 0:00:00, ,13/03/2025 0:00:00, ,0.000000000000000,50
{0FABCB79-091E-4D98-ACF5-BBB426634435},55.000000000000000, ,34.000000000000000,7.000000000000000,7.000000000000000,Grass is getting away up top of this side,{A0E46962-FF96-4D10-BBEC-BB3B4AF8761D},13/03/2025 0:00:00, ,13/03/2025 0:00:00, ,2.000000000000000,50
{3CD2C025-78F9-4E77-8E31-4BAF6A3C9C32},50.000000000000000, ,37.000000000000000,6.000000000000000,7.000000000000000, ,{A0E46962-FF96-4D10-BBEC-BB3B4AF8761D},13/03/2025 0:00:00, ,13/03/2025 0:00:00, ,0.000000000000000,50
{F2FCBC2C-3113-4304-8D0B-D48950514A01},46.000000000000000, ,31.000000000000000,8.000000000000000,8.000000000000000,Long grass smothering trees this side of the gully,{A0E46962-FF96-4D10-BBEC-BB3B4AF8761D},13/03/2025 0:00:00, ,13/03/2025 0:00:00, ,3.000000000000000,50
{C8043ACF-987A-4766-8D2D-D8F0C017E517},42.000000000000000, ,18.000000000000000,7.000000000000000,22.000000000000000,The top is quite dead. Very dry up there,{A0E46962-FF96-4D10-BBEC-BB3B4AF8761D},13/03/2025 0:00:00, ,13/03/2025 0:00:00, ,3.000000000000000,50
{B9CE322F-DE81-4640-913A-87D307BFD934},42.100000000000001, ,21.000000000000000,0.000000000000000,28.000000000000000,Area doesnt look too good so extra plot needed,{A0E46962-FF96-4D10-BBEC-BB3B4AF8761D},13/03/2025 0:00:00, ,13/03/2025 0:00:00, ,1.000000000000000,50
{1846143B-AE88-438E-BA9A-E7732D67573A},40.000000000000000, ,26.000000000000000,8.000000000000000,16.000000000000000,A bit rocky here,{A0E46962-FF96-4D10-BBEC-BB3B4AF8761D},13/03/2025 0:00:00, ,13/03/2025 0:00:00, ,0.000000000000000,50
{63E23841-9A01-4C3F-8D96-B037020B4B80},41.000000000000000, ,26.000000000000000,9.000000000000000,15.000000000000000,This whole end will need blanked,{A0E46962-FF96-4D10-BBEC-BB3B4AF8761D},13/03/2025 0:00:00, ,13/03/2025 0:00:00, ,0.000000000000000,50
{F6FBCB00-FB6E-40A0-97B0-25605D2B7CDF},47.000000000000000, ,19.000000000000000,10.000000000000000,14.000000000000000,Some land slips here,{72463100-C2BA-43F8-82C9-63DC307B52EF},13/03/2025 0:00:00, ,13/03/2025 0:00:00, ,7.000000000000000,50
{7561BBCD-D45F-45AC-A3D9-95BF37A017AF},43.000000000000000, ,21.000000000000000,8.000000000000000,21.000000000000000,Tophalf looks to be particularly struggling. Grass getting up and dry ground look to be factors,{72463100-C2BA-43F8-82C9-63DC307B52EF},13/03/2025 0:00:00, ,13/03/2025 0:00:00, ,0.000000000000000,50
{617A5116-3DDD-4E08-95A5-D78046497E77},44.000000000000000, ,24.000000000000000,8.000000000000000,15.000000000000000,Long grass and dry ground look to have stunted/killed a lot of trees,{72463100-C2BA-43F8-82C9-63DC307B52EF},13/03/2025 0:00:00, ,13/03/2025 0:00:00, ,3.000000000000000,50
{4A594AD7-DA6E-4F1D-A153-DFA87E8EEAD2},45.000000000000000, ,40.000000000000000,6.000000000000000,4.000000000000000,Trees getting up better along the bottom third of the face,{72463100-C2BA-43F8-82C9-63DC307B52EF},13/03/2025 0:00:00, ,13/03/2025 0:00:00, ,0.000000000000000,50
{04FA134C-0C9D-4C64-AC13-EF369E22E5DB},48.000000000000000, ,16.000000000000000,9.000000000000000,22.000000000000000,"Again, long grass smothering out trees up top",{72463100-C2BA-43F8-82C9-63DC307B52EF},13/03/2025 0:00:00, ,13/03/2025 0:00:00, ,3.000000000000000,50
{9FAAA519-9A48-4CC0-9356-ECB79EC1C209},49.000000000000000, ,22.000000000000000,11.000000000000000,14.000000000000000,Trees going good in short grass. Long grass area have smothered trees,{72463100-C2BA-43F8-82C9-63DC307B52EF},13/03/2025 0:00:00, ,13/03/2025 0:00:00, ,3.000000000000000,50
{49CBCCBE-DF0A-4176-937B-F15C25D330BB},51.000000000000000, ,31.000000000000000,11.000000000000000,8.000000000000000,Survival looks better in the gullys,{72463100-C2BA-43F8-82C9-63DC307B52EF},13/03/2025 0:00:00, ,13/03/2025 0:00:00, ,0.000000000000000,50
{DA7E0206-F1E8-417C-B8D4-B5FA9CD6190A},57.000000000000000, ,35.000000000000000,9.000000000000000,5.000000000000000,This gully with shorter grass going well,{72463100-C2BA-43F8-82C9-63DC307B52EF},13/03/2025 0:00:00, ,13/03/2025 0:00:00, ,1.000000000000000,50
{921EDA34-71C8-45E4-B931-CF97A745FB96},61.000000000000000, ,36.000000000000000,10.000000000000000,4.000000000000000,"Again, trees going well in short grass",{72463100-C2BA-43F8-82C9-63DC307B52EF},13/03/2025 0:00:00, ,13/03/2025 0:00:00, ,0.000000000000000,50
{5FBC76FF-159C-41FD-B828-667068334DEF},56.000000000000000, ,37.000000000000000,8.000000000000000,3.000000000000000,Trees getting up well in the gullys,{72463100-C2BA-43F8-82C9-63DC307B52EF},13/03/2025 0:00:00, ,13/03/2025 0:00:00, ,2.000000000000000,50
{9576F31C-F10A-4193-BDC7-870830FCF61E},64.000000000000000, ,40.000000000000000,5.000000000000000,4.000000000000000,"Historic geazing on a couple in plot area, otherwise doing well",{04413A9C-6E5B-420E-A443-588FB302760C},13/03/2025 0:00:00, ,13/03/2025 0:00:00, ,1.000000000000000,50
{F4F4863C-1536-4A6D-9F2A-FA91947B6C84},63.000000000000000, ,34.000000000000000,1.000000000000000,4.000000000000000,Seedling doing well in this area,{04413A9C-6E5B-420E-A443-588FB302760C},13/03/2025 0:00:00, ,13/03/2025 0:00:00, ,1.000000000000000,40
{10579677-A750-4C37-889A-D6A6387463C8},89.000000000000000, ,40.000000000000000,8.000000000000000,1.000000000000000,Pugged soil,{04B873BF-EF4A-476C-A135-7F992512244C},18/03/2025 0:00:00, ,18/03/2025 0:00:00, ,1.000000000000000,50
{89B2DA87-785F-4E29-88C9-A40D80D9876E},90.000000000000000, ,32.000000000000000,16.000000000000000,2.000000000000000, ,{04B873BF-EF4A-476C-A135-7F992512244C},18/03/2025 0:00:00, ,18/03/2025 0:00:00, ,0.000000000000000,50
{34442480-C2FA-43AB-80E4-844FA04E8283},91.000000000000000, ,41.000000000000000,5.000000000000000,4.000000000000000,"Soil less pugged here, borders gully",{04B873BF-EF4A-476C-A135-7F992512244C},18/03/2025 0:00:00, ,18/03/2025 0:00:00, ,0.000000000000000,50
{BB751AAA-8A4A-4888-9762-138F1454C5B3},92.000000000000000, ,41.000000000000000,3.000000000000000,6.000000000000000, ,{04B873BF-EF4A-476C-A135-7F992512244C},18/03/2025 0:00:00, ,18/03/2025 0:00:00, ,0.000000000000000,50
{6FB70FA1-F74D-4711-A7E2-E98C4D323BB6},93.000000000000000, ,43.000000000000000,4.000000000000000,2.000000000000000,"Wet underfoot, near gully",{04B873BF-EF4A-476C-A135-7F992512244C},18/03/2025 0:00:00, ,18/03/2025 0:00:00, ,1.000000000000000,50
{990DF97A-1480-4457-BAFB-58CED53ACE57},94.000000000000000, ,30.000000000000000,9.000000000000000,11.000000000000000,Lots of dead trees in this area,{04B873BF-EF4A-476C-A135-7F992512244C},18/03/2025 0:00:00, ,18/03/2025 0:00:00, ,0.000000000000000,50
{04EFC24A-F7C0-49B3-91C2-EE7A19A9EC7C},95.000000000000000, ,25.000000000000000,16.000000000000000,9.000000000000000,Trees struggling in this area overall,{04B873BF-EF4A-476C-A135-7F992512244C},18/03/2025 0:00:00, ,18/03/2025 0:00:00, ,0.000000000000000,50
{90E78D58-2536-46C6-BC6D-4BFBBA00B921},101.000000000000000, ,47.000000000000000,2.000000000000000,1.000000000000000,"Less pugged soil, grwat looking trees",{04B873BF-EF4A-476C-A135-7F992512244C},18/03/2025 0:00:00, ,18/03/2025 0:00:00, ,0.000000000000000,50
{0FFF45C2-7C37-4297-8E38-D95EEEE7126E},107.000000000000000, ,48.000000000000000,2.000000000000000,0.000000000000000,Another good plot of treea,{04B873BF-EF4A-476C-A135-7F992512244C},18/03/2025 0:00:00, ,18/03/2025 0:00:00, ,0.000000000000000,50
{5453828D-3DD9-4755-9935-211281754028},106.000000000000000, ,42.000000000000000,6.000000000000000,0.000000000000000, ,{04B873BF-EF4A-476C-A135-7F992512244C},18/03/2025 0:00:00, ,18/03/2025 0:00:00, ,2.000000000000000,50
{E9D4C65C-64B1-4B5C-A70F-B2E9ED1D933F},100.000000000000000, ,38.000000000000000,9.000000000000000,1.000000000000000,Moved plot to nearest planted trees as plot location was in wetland/gully with no trees planted there,{04B873BF-EF4A-476C-A135-7F992512244C},18/03/2025 0:00:00, ,18/03/2025 0:00:00, ,2.000000000000000,50
{4F4D4206-25A3-43C9-BE67-882177DCC344},99.000000000000000, ,44.000000000000000,1.000000000000000,4.000000000000000, ,{04B873BF-EF4A-476C-A135-7F992512244C},18/03/2025 0:00:00, ,18/03/2025 0:00:00, ,1.000000000000000,50
{E65E32D3-EB6C-47B4-AEAA-1378B7703A22},98.000000000000000, ,40.000000000000000,5.000000000000000,5.000000000000000, ,{04B873BF-EF4A-476C-A135-7F992512244C},18/03/2025 0:00:00, ,18/03/2025 0:00:00, ,0.000000000000000,50
{9B3D46BF-7D41-4269-AC14-584837EC20AF},97.000000000000000, ,46.000000000000000,1.000000000000000,1.000000000000000, ,{04B873BF-EF4A-476C-A135-7F992512244C},18/03/2025 0:00:00, ,18/03/2025 0:00:00, ,2.000000000000000,50
{44EE46E4-002B-427B-B7F6-159B802A79E8},96.000000000000000, ,46.000000000000000,0.000000000000000,2.000000000000000, ,{04B873BF-EF4A-476C-A135-7F992512244C},18/03/2025 0:00:00, ,18/03/2025 0:00:00, ,2.000000000000000,50
{4E269192-1E1E-4842-9A45-DE2786F8B5ED},103.000000000000000, ,44.000000000000000,4.000000000000000,2.000000000000000, ,{04B873BF-EF4A-476C-A135-7F992512244C},18/03/2025 0:00:00, ,18/03/2025 0:00:00, ,0.000000000000000,50
{333FCCF7-C05A-4F2A-B2C6-0252BA3F8921},104.000000000000000, ,46.000000000000000,0.000000000000000,0.000000000000000,Long grass ~600mm,{04B873BF-EF4A-476C-A135-7F992512244C},18/03/2025 0:00:00, ,18/03/2025 0:00:00, ,4.000000000000000,50
{FF12683E-612C-4F11-AB77-09AC3E3A325B},105.000000000000000, ,46.000000000000000,2.000000000000000,0.000000000000000, ,{04B873BF-EF4A-476C-A135-7F992512244C},18/03/2025 0:00:00, ,18/03/2025 0:00:00, ,2.000000000000000,50
{D0E2C44E-9396-4938-9790-C38F6A38767C},102.000000000000000, ,50.000000000000000,1.000000000000000,0.000000000000000,"Grwat looking trees, very little stress seen",{04B873BF-EF4A-476C-A135-7F992512244C},18/03/2025 0:00:00, ,18/03/2025 0:00:00, ,0.000000000000000,51
{E3394860-3CF9-4FBA-8D11-ADC9F7552C74},120.000000000000000, ,47.000000000000000,3.000000000000000,0.000000000000000,Boundary differs below plot,{1E42851E-59CF-4465-A2E6-DC50988DDAC5},18/03/2025 0:00:00, ,18/03/2025 0:00:00, ,0.000000000000000,50
{AAFF4090-8232-4942-9D8D-A5BE6AAA4F72},121.000000000000000, ,39.000000000000000,6.000000000000000,5.000000000000000, ,{1E42851E-59CF-4465-A2E6-DC50988DDAC5},18/03/2025 0:00:00, ,18/03/2025 0:00:00, ,0.000000000000000,50
{8C7C7D7E-0767-4924-A4BE-E644107CC825},113.000000000000000, ,47.000000000000000,3.000000000000000,0.000000000000000,Alot of fresh animal tracks in this area,{1E42851E-59CF-4465-A2E6-DC50988DDAC5},18/03/2025 0:00:00, ,18/03/2025 0:00:00, ,0.000000000000000,50
{A1FF387D-2FF4-4D6D-AC31-7A9AF568DC08},114.000000000000000, ,46.000000000000000,3.000000000000000,1.000000000000000, ,{1E42851E-59CF-4465-A2E6-DC50988DDAC5},18/03/2025 0:00:00, ,18/03/2025 0:00:00, ,0.000000000000000,50
{AC30F8E4-3BBB-4828-954E-6E161115CDEC},115.000000000000000, ,48.000000000000000,0.000000000000000,0.000000000000000, ,{1E42851E-59CF-4465-A2E6-DC50988DDAC5},18/03/2025 0:00:00, ,18/03/2025 0:00:00, ,2.000000000000000,50
{C48AE01B-3766-435A-A096-1F40CC1D57DB},116.000000000000000, ,40.000000000000000,2.000000000000000,8.000000000000000,Some grazing on seedlings in this area,{1E42851E-59CF-4465-A2E6-DC50988DDAC5},18/03/2025 0:00:00, ,18/03/2025 0:00:00, ,0.000000000000000,50
{5DD5D902-DE7C-497B-BC38-FE0F37D299C2},122.000000000000000, ,48.000000000000000,0.000000000000000,1.000000000000000,Some grazing in this area,{1E42851E-59CF-4465-A2E6-DC50988DDAC5},18/03/2025 0:00:00, ,18/03/2025 0:00:00, ,1.000000000000000,50
{7EFF7ECE-8D82-415B-8EE6-6D2843028113},123.000000000000000, ,48.000000000000000,1.000000000000000,0.000000000000000, ,{1E42851E-59CF-4465-A2E6-DC50988DDAC5},18/03/2025 0:00:00, ,18/03/2025 0:00:00, ,1.000000000000000,50
{AD9D43E2-F674-45FB-8DD5-C0350B5B0E7A},124.000000000000000, ,47.000000000000000,1.000000000000000,2.000000000000000,Stock grazing consistant through this area,{1E42851E-59CF-4465-A2E6-DC50988DDAC5},18/03/2025 0:00:00, ,18/03/2025 0:00:00, ,0.000000000000000,50
